listing_a,listing_b,category,comparable,confidence,reason
Kellogg's Just Right Apricot & Sultana Breakfast Cereal 460g,Sultana Bran High Fibre Breakfast Cereal,cereal,false,0,"Variant mismatch: ""apricot"""
Kellogg's Just Right Apricot & Sultana Breakfast Cereal 460g,Weet-bix Little Kids Essentials Breakfast Cereal,cereal,false,0,"Variant mismatch: ""apricot"""
Kellogg's Just Right Apricot & Sultana Breakfast Cereal 460g,Cheerios Honey Breakfast Cereal,cereal,false,0,"Variant mismatch: ""honey"""
Kellogg's Just Right Apricot & Sultana Breakfast Cereal 460g,Nutri-grain Protein Breakfast Cereal,cereal,false,0,"Variant mismatch: ""apricot"""
Kellogg's Just Right Apricot & Sultana Breakfast Cereal 460g,All-bran Original High Fibre Breakfast Cereal,cereal,false,0,"Variant mismatch: ""apricot"""
Kellogg's Just Right Apricot & Sultana Breakfast Cereal 460g,Weet-bix Bites Wild Berry Breakfast Cereal,cereal,false,0,"Variant mismatch: ""berry"""
Kellogg's Just Right Apricot & Sultana Breakfast Cereal 460g,Corn Flakes Breakfast Cereal,cereal,false,0,"Variant mismatch: ""apricot"""
Kellogg's Just Right Apricot & Sultana Breakfast Cereal 460g,Weet-bix Breakfast Cereal,cereal,false,0,"Variant mismatch: ""apricot"""
Kellogg's Just Right Apricot & Sultana Breakfast Cereal 460g,Crunchy Nut Corn Flakes Breakfast Cereal,cereal,false,0,"Variant mismatch: ""apricot"""
Kellogg's Froot Loops Breakfast Cereal 285g,Milo Breakfast Cereal,cereal,false,0,"Variant mismatch: ""milo"""
Kellogg's Froot Loops Breakfast Cereal 285g,Just Right Breakfast Cereal With Whole Grains Apricot Pieces And Sultanas,cereal,false,0,"Variant mismatch: ""whole grain"""
Kellogg's Froot Loops Breakfast Cereal 285g,Sultana Bran High Fibre Breakfast Cereal,cereal,false,0,"Variant mismatch: ""sultana bran"""
Kellogg's Froot Loops Breakfast Cereal 285g,Weet-bix Little Kids Essentials Breakfast Cereal,cereal,false,0,"Variant mismatch: ""weet-bix"""
Kellogg's Froot Loops Breakfast Cereal 285g,Cheerios Honey Breakfast Cereal,cereal,false,0,"Variant mismatch: ""honey"""
Kellogg's Froot Loops Breakfast Cereal 285g,Nutri-grain Protein Breakfast Cereal,cereal,false,0,"Variant mismatch: ""nutri-grain"""
Kellogg's Froot Loops Breakfast Cereal 285g,All-bran Original High Fibre Breakfast Cereal,cereal,false,0,"Variant mismatch: ""original"""
Kellogg's Froot Loops Breakfast Cereal 285g,Weet-bix Bites Wild Berry Breakfast Cereal,cereal,false,0,"Variant mismatch: ""berry"""
Kellogg's Froot Loops Breakfast Cereal 285g,Corn Flakes Breakfast Cereal,cereal,false,0,"Variant mismatch: ""corn flakes"""
Kellogg's Froot Loops Breakfast Cereal 285g,Weet-bix Breakfast Cereal,cereal,false,0,"Variant mismatch: ""weet-bix"""
Kellogg's Froot Loops Breakfast Cereal 285g,Crunchy Nut Corn Flakes Breakfast Cereal,cereal,false,0,"Variant mismatch: ""corn flakes"""
Weet-Bix Bites Wild Berry Breakfast Cereal 500g,Milo Breakfast Cereal,cereal,false,0,"Variant mismatch: ""berry"""
Weet-Bix Bites Wild Berry Breakfast Cereal 500g,Just Right Breakfast Cereal With Whole Grains Apricot Pieces And Sultanas,cereal,false,0,"Variant mismatch: ""whole grain"""
Weet-Bix Bites Wild Berry Breakfast Cereal 500g,Sultana Bran High Fibre Breakfast Cereal,cereal,false,0,"Variant mismatch: ""berry"""
Weet-Bix Bites Wild Berry Breakfast Cereal 500g,Weet-bix Little Kids Essentials Breakfast Cereal,cereal,false,0,"Variant mismatch: ""berry"""
Weet-Bix Bites Wild Berry Breakfast Cereal 500g,Cheerios Honey Breakfast Cereal,cereal,false,0,"Variant mismatch: ""berry"""
Weet-Bix Bites Wild Berry Breakfast Cereal 500g,Weet-bix Cereal,cereal,false,0,"Variant mismatch: ""berry"""
Weet-Bix Bites Wild Berry Breakfast Cereal 500g,Nutri-grain Protein Breakfast Cereal,cereal,false,0,"Variant mismatch: ""berry"""
Weet-Bix Bites Wild Berry Breakfast Cereal 500g,All-bran Original High Fibre Breakfast Cereal,cereal,false,0,"Variant mismatch: ""berry"""
Weet-Bix Bites Wild Berry Breakfast Cereal 500g,Weet-bix Bites Wild Berry Breakfast Cereal,cereal,true,95,Strong match: 7 shared keywords
Weet-Bix Bites Wild Berry Breakfast Cereal 500g,Corn Flakes Breakfast Cereal,cereal,false,0,"Variant mismatch: ""berry"""
Weet-Bix Bites Wild Berry Breakfast Cereal 500g,Weet-bix Breakfast Cereal,cereal,false,0,"Variant mismatch: ""berry"""
Weet-Bix Bites Wild Berry Breakfast Cereal 500g,Crunchy Nut Corn Flakes Breakfast Cereal,cereal,false,0,"Variant mismatch: ""berry"""
Kellogg's Sultana Bran High Fibre Breakfast Cereal 420g,Milo Breakfast Cereal,cereal,false,0,"Variant mismatch: ""milo"""
Kellogg's Sultana Bran High Fibre Breakfast Cereal 420g,Just Right Breakfast Cereal With Whole Grains Apricot Pieces And Sultanas,cereal,false,0,"Variant mismatch: ""whole grain"""
Kellogg's Sultana Bran High Fibre Breakfast Cereal 420g,Sultana Bran High Fibre Breakfast Cereal,cereal,true,95,Strong match: 6 shared keywords
Kellogg's Sultana Bran High Fibre Breakfast Cereal 420g,Weet-bix Little Kids Essentials Breakfast Cereal,cereal,false,0,"Variant mismatch: ""weet-bix"""
Kellogg's Sultana Bran High Fibre Breakfast Cereal 420g,Cheerios Honey Breakfast Cereal,cereal,false,0,"Variant mismatch: ""honey"""
Kellogg's Sultana Bran High Fibre Breakfast Cereal 420g,Nutri-grain Protein Breakfast Cereal,cereal,false,0,"Variant mismatch: ""nutri-grain"""
Kellogg's Sultana Bran High Fibre Breakfast Cereal 420g,All-bran Original High Fibre Breakfast Cereal,cereal,false,0,"Variant mismatch: ""original"""
Kellogg's Sultana Bran High Fibre Breakfast Cereal 420g,Weet-bix Bites Wild Berry Breakfast Cereal,cereal,false,0,"Variant mismatch: ""berry"""
Kellogg's Sultana Bran High Fibre Breakfast Cereal 420g,Corn Flakes Breakfast Cereal,cereal,false,0,"Variant mismatch: ""corn flakes"""
Kellogg's Sultana Bran High Fibre Breakfast Cereal 420g,Weet-bix Breakfast Cereal,cereal,false,0,"Variant mismatch: ""weet-bix"""
Kellogg's Sultana Bran High Fibre Breakfast Cereal 420g,Crunchy Nut Corn Flakes Breakfast Cereal,cereal,false,0,"Variant mismatch: ""corn flakes"""
Kellogg's Crunchy Nut Corn Flakes Breakfast Cereal 380g,Milo Breakfast Cereal,cereal,false,0,"Variant mismatch: ""milo"""
Kellogg's Crunchy Nut Corn Flakes Breakfast Cereal 380g,Just Right Breakfast Cereal With Whole Grains Apricot Pieces And Sultanas,cereal,false,0,"Variant mismatch: ""whole grain"""
Kellogg's Crunchy Nut Corn Flakes Breakfast Cereal 380g,Sultana Bran High Fibre Breakfast Cereal,cereal,false,0,"Variant mismatch: ""corn flakes"""
Kellogg's Crunchy Nut Corn Flakes Breakfast Cereal 380g,Weet-bix Little Kids Essentials Breakfast Cereal,cereal,false,0,"Variant mismatch: ""weet-bix"""
Kellogg's Crunchy Nut Corn Flakes Breakfast Cereal 380g,Cheerios Honey Breakfast Cereal,cereal,false,0,"Variant mismatch: ""honey"""
Kellogg's Crunchy Nut Corn Flakes Breakfast Cereal 380g,Nutri-grain Protein Breakfast Cereal,cereal,false,0,"Variant mismatch: ""nutri-grain"""
Kellogg's Crunchy Nut Corn Flakes Breakfast Cereal 380g,All-bran Original High Fibre Breakfast Cereal,cereal,false,0,"Variant mismatch: ""original"""
Kellogg's Crunchy Nut Corn Flakes Breakfast Cereal 380g,Weet-bix Bites Wild Berry Breakfast Cereal,cereal,false,0,"Variant mismatch: ""berry"""
Kellogg's Crunchy Nut Corn Flakes Breakfast Cereal 380g,Corn Flakes Breakfast Cereal,cereal,true,95,Strong match: 4 shared keywords
Kellogg's Crunchy Nut Corn Flakes Breakfast Cereal 380g,Weet-bix Breakfast Cereal,cereal,false,0,"Variant mismatch: ""weet-bix"""
Kellogg's Crunchy Nut Corn Flakes Breakfast Cereal 380g,Crunchy Nut Corn Flakes Breakfast Cereal,cereal,true,95,Strong match: 6 shared keywords
Kellogg's Corn Flakes Breakfast Cereal 220g,Milo Breakfast Cereal,cereal,false,0,"Variant mismatch: ""milo"""
Kellogg's Corn Flakes Breakfast Cereal 220g,Just Right Breakfast Cereal With Whole Grains Apricot Pieces And Sultanas,cereal,false,0,"Variant mismatch: ""whole grain"""
Kellogg's Corn Flakes Breakfast Cereal 220g,Sultana Bran High Fibre Breakfast Cereal,cereal,false,0,"Variant mismatch: ""corn flakes"""
Kellogg's Corn Flakes Breakfast Cereal 220g,Weet-bix Little Kids Essentials Breakfast Cereal,cereal,false,0,"Variant mismatch: ""weet-bix"""
Kellogg's Corn Flakes Breakfast Cereal 220g,Cheerios Honey Breakfast Cereal,cereal,false,0,"Variant mismatch: ""honey"""
Kellogg's Corn Flakes Breakfast Cereal 220g,Nutri-grain Protein Breakfast Cereal,cereal,false,0,"Variant mismatch: ""nutri-grain"""
Kellogg's Corn Flakes Breakfast Cereal 220g,All-bran Original High Fibre Breakfast Cereal,cereal,false,0,"Variant mismatch: ""original"""
Kellogg's Corn Flakes Breakfast Cereal 220g,Weet-bix Bites Wild Berry Breakfast Cereal,cereal,false,0,"Variant mismatch: ""berry"""
Kellogg's Corn Flakes Breakfast Cereal 220g,Corn Flakes Breakfast Cereal,cereal,true,95,Strong match: 4 shared keywords
Kellogg's Corn Flakes Breakfast Cereal 220g,Weet-bix Breakfast Cereal,cereal,false,0,"Variant mismatch: ""weet-bix"""
Kellogg's Corn Flakes Breakfast Cereal 220g,Crunchy Nut Corn Flakes Breakfast Cereal,cereal,true,95,Strong match: 4 shared keywords
Weet-Bix Breakfast Cereal 1.2kg,Milo Breakfast Cereal,cereal,false,0,"Variant mismatch: ""milo"""
Weet-Bix Breakfast Cereal 1.2kg,Just Right Breakfast Cereal With Whole Grains Apricot Pieces And Sultanas,cereal,false,0,"Variant mismatch: ""whole grain"""
Weet-Bix Breakfast Cereal 1.2kg,Sultana Bran High Fibre Breakfast Cereal,cereal,false,0,"Variant mismatch: ""weet-bix"""
Weet-Bix Breakfast Cereal 1.2kg,Weet-bix Little Kids Essentials Breakfast Cereal,cereal,true,95,Strong match: 4 shared keywords
Weet-Bix Breakfast Cereal 1.2kg,Cheerios Honey Breakfast Cereal,cereal,false,0,"Variant mismatch: ""honey"""
Weet-Bix Breakfast Cereal 1.2kg,Weet-bix Cereal,cereal,true,82,Good match: 3 shared keywords
Weet-Bix Breakfast Cereal 1.2kg,Nutri-grain Protein Breakfast Cereal,cereal,false,0,"Variant mismatch: ""nutri-grain"""
Weet-Bix Breakfast Cereal 1.2kg,All-bran Original High Fibre Breakfast Cereal,cereal,false,0,"Variant mismatch: ""original"""
Weet-Bix Breakfast Cereal 1.2kg,Weet-bix Bites Wild Berry Breakfast Cereal,cereal,false,0,"Variant mismatch: ""berry"""
Weet-Bix Breakfast Cereal 1.2kg,Corn Flakes Breakfast Cereal,cereal,false,0,"Variant mismatch: ""weet-bix"""
Weet-Bix Breakfast Cereal 1.2kg,Weet-bix Breakfast Cereal,cereal,true,95,Strong match: 4 shared keywords
Weet-Bix Breakfast Cereal 1.2kg,Crunchy Nut Corn Flakes Breakfast Cereal,cereal,false,0,"Variant mismatch: ""weet-bix"""
Kellogg's Sultana Bran High Fibre Breakfast Cereal Bulk Pack 1.15kg,Milo Breakfast Cereal,cereal,false,0,"Variant mismatch: ""milo"""
Kellogg's Sultana Bran High Fibre Breakfast Cereal Bulk Pack 1.15kg,Just Right Breakfast Cereal With Whole Grains Apricot Pieces And Sultanas,cereal,false,0,"Variant mismatch: ""whole grain"""
Kellogg's Sultana Bran High Fibre Breakfast Cereal Bulk Pack 1.15kg,Sultana Bran High Fibre Breakfast Cereal,cereal,true,95,Strong match: 6 shared keywords
Kellogg's Sultana Bran High Fibre Breakfast Cereal Bulk Pack 1.15kg,Weet-bix Little Kids Essentials Breakfast Cereal,cereal,false,0,"Variant mismatch: ""weet-bix"""
Kellogg's Sultana Bran High Fibre Breakfast Cereal Bulk Pack 1.15kg,Cheerios Honey Breakfast Cereal,cereal,false,0,"Variant mismatch: ""honey"""
Kellogg's Sultana Bran High Fibre Breakfast Cereal Bulk Pack 1.15kg,Nutri-grain Protein Breakfast Cereal,cereal,false,0,"Variant mismatch: ""nutri-grain"""
Kellogg's Sultana Bran High Fibre Breakfast Cereal Bulk Pack 1.15kg,All-bran Original High Fibre Breakfast Cereal,cereal,false,0,"Variant mismatch: ""original"""
Kellogg's Sultana Bran High Fibre Breakfast Cereal Bulk Pack 1.15kg,Weet-bix Bites Wild Berry Breakfast Cereal,cereal,false,0,"Variant mismatch: ""berry"""
Kellogg's Sultana Bran High Fibre Breakfast Cereal Bulk Pack 1.15kg,Corn Flakes Breakfast Cereal,cereal,false,0,"Variant mismatch: ""corn flakes"""
Kellogg's Sultana Bran High Fibre Breakfast Cereal Bulk Pack 1.15kg,Weet-bix Breakfast Cereal,cereal,false,0,"Variant mismatch: ""weet-bix"""
Kellogg's Sultana Bran High Fibre Breakfast Cereal Bulk Pack 1.15kg,Crunchy Nut Corn Flakes Breakfast Cereal,cereal,false,0,"Variant mismatch: ""corn flakes"""
Eastcoast Orange Juice Pulp Free 2L,Nothing But 100% Juice Orange Pulp Free,juice,true,82,Good match: 3 shared keywords
Eastcoast Orange Juice Pulp Free 2L,Orange Juice,juice,false,0,"Variant mismatch: ""pulp free"""
Eastcoast Orange Juice Pulp Free 2L,Juice Orange,juice,false,0,"Variant mismatch: ""pulp free"""
Eastcoast Orange Juice Pulp Free 2L,Orange Juice Pulp Free,juice,true,82,Good match: 3 shared keywords
Eastcoast Orange Juice Pulp Free 2L,Pulp Free No Added Sugar Orange Juice,juice,false,0,"Variant mismatch: ""no added sugar"""
Eastcoast Orange Juice Pulp Free 2L,Nothing But Juice Orange Pulp Free,juice,true,82,Good match: 3 shared keywords
Eastcoast Orange Juice Pulp Free 2L,Nothing But Juice Apple Mango & Orange,juice,false,0,"Variant mismatch: ""mango"""
Eastcoast Orange Juice Pulp Free 2L,Essentials Orange Juice Pulp Free,juice,true,82,Good match: 3 shared keywords
Eastcoast Orange Juice Pulp Free 2L,100% Juice Orange,juice,false,0,"Variant mismatch: ""pulp free"""
Eastcoast Orange Juice Pulp Free 2L,No Added Sugar Orange Juice,juice,false,0,"Variant mismatch: ""no added sugar"""
Eastcoast Orange Juice Pulp Free 2L,Black Label Pulp Free Chilled Orange Juice,juice,true,82,Good match: 3 shared keywords
Eastcoast Orange Juice Pulp Free 2L,Black Label Chilled Orange Juice,juice,false,0,"Variant mismatch: ""pulp free"""
Eastcoast Orange Juice Pulp Free 2L,Essentials Orange Juice With Pulp,juice,false,0,"Variant mismatch: ""pulp free"""
Eastcoast Orange Juice Pulp Free 2L,Nothing But 100% Fresh Juice Orange,juice,false,0,"Variant mismatch: ""pulp free"""
Eastcoast Orange Juice Pulp Free 2L,Nothing But Juice Orange,juice,false,0,"Variant mismatch: ""pulp free"""
Eastcoast Orange Juice Pulp Free 2L,Nothing But 100% Juice Orange Double Pulp,juice,false,0,"Variant mismatch: ""pulp free"""
Eastcoast Orange Juice Pulp Free 2L,100% Orange Mango Juice,juice,false,0,"Variant mismatch: ""mango"""
Eastcoast Orange Juice Pulp Free 2L,Nothing But 100% Fresh Juice Orange Pulp Free,juice,true,82,Good match: 3 shared keywords
Eastcoast Orange Juice Pulp Free 2L,Nothing But Orange Juice,juice,false,0,"Variant mismatch: ""pulp free"""
Impressed Pressed Juice Orange with Pulp 1L,Nothing But 100% Juice Orange Pulp Free,juice,false,0,"Variant mismatch: ""pulp free"""
Impressed Pressed Juice Orange with Pulp 1L,Orange Juice,juice,true,65,Possible match: 2 shared keywords - human review needed
Impressed Pressed Juice Orange with Pulp 1L,Juice Orange,juice,true,65,Possible match: 2 shared keywords - human review needed
Impressed Pressed Juice Orange with Pulp 1L,Orange Juice Pulp Free,juice,false,0,"Variant mismatch: ""pulp free"""
Impressed Pressed Juice Orange with Pulp 1L,Pulp Free No Added Sugar Orange Juice,juice,false,0,"Variant mismatch: ""no added sugar"""
Impressed Pressed Juice Orange with Pulp 1L,Nothing But Juice Orange Pulp Free,juice,false,0,"Variant mismatch: ""pulp free"""
Impressed Pressed Juice Orange with Pulp 1L,Nothing But Juice Apple Mango & Orange,juice,false,0,"Variant mismatch: ""mango"""
Impressed Pressed Juice Orange with Pulp 1L,Essentials Orange Juice Pulp Free,juice,false,0,"Variant mismatch: ""pulp free"""
Impressed Pressed Juice Orange with Pulp 1L,100% Juice Orange,juice,true,65,Possible match: 2 shared keywords - human review needed
Impressed Pressed Juice Orange with Pulp 1L,No Added Sugar Orange Juice,juice,false,0,"Variant mismatch: ""no added sugar"""
Impressed Pressed Juice Orange with Pulp 1L,Black Label Pulp Free Chilled Orange Juice,juice,false,0,"Variant mismatch: ""pulp free"""
Impressed Pressed Juice Orange with Pulp 1L,Black Label Chilled Orange Juice,juice,true,65,Possible match: 2 shared keywords - human review needed
Impressed Pressed Juice Orange with Pulp 1L,Essentials Orange Juice With Pulp,juice,true,82,Good match: 3 shared keywords
Impressed Pressed Juice Orange with Pulp 1L,Nothing But 100% Fresh Juice Orange,juice,true,65,Possible match: 2 shared keywords - human review needed
Impressed Pressed Juice Orange with Pulp 1L,Nothing But Juice Orange,juice,true,65,Possible match: 2 shared keywords - human review needed
Impressed Pressed Juice Orange with Pulp 1L,Nothing But 100% Juice Orange Double Pulp,juice,true,82,Good match: 3 shared keywords
Impressed Pressed Juice Orange with Pulp 1L,100% Orange Mango Juice,juice,false,0,"Variant mismatch: ""mango"""
Impressed Pressed Juice Orange with Pulp 1L,Nothing But 100% Fresh Juice Orange Pulp Free,juice,false,0,"Variant mismatch: ""pulp free"""
Impressed Pressed Juice Orange with Pulp 1L,Nothing But Orange Juice,juice,true,65,Possible match: 2 shared keywords - human review needed
Daily Juice Co Pulp Free Orange Fruit Juice 3L,Nothing But 100% Juice Orange Pulp Free,juice,true,82,Good match: 3 shared keywords
Daily Juice Co Pulp Free Orange Fruit Juice 3L,Orange Juice,juice,false,0,"Variant mismatch: ""pulp free"""
Daily Juice Co Pulp Free Orange Fruit Juice 3L,Juice Orange,juice,false,0,"Variant mismatch: ""pulp free"""
Daily Juice Co Pulp Free Orange Fruit Juice 3L,Orange Juice Pulp Free,juice,true,82,Good match: 3 shared keywords
Daily Juice Co Pulp Free Orange Fruit Juice 3L,Pulp Free No Added Sugar Orange Juice,juice,false,0,"Variant mismatch: ""no added sugar"""
Daily Juice Co Pulp Free Orange Fruit Juice 3L,Nothing But Juice Orange Pulp Free,juice,true,82,Good match: 3 shared keywords
Daily Juice Co Pulp Free Orange Fruit Juice 3L,Nothing But Juice Apple Mango & Orange,juice,false,0,"Variant mismatch: ""mango"""
Daily Juice Co Pulp Free Orange Fruit Juice 3L,Essentials Orange Juice Pulp Free,juice,true,82,Good match: 3 shared keywords
Daily Juice Co Pulp Free Orange Fruit Juice 3L,100% Juice Orange,juice,false,0,"Variant mismatch: ""pulp free"""
Daily Juice Co Pulp Free Orange Fruit Juice 3L,No Added Sugar Orange Juice,juice,false,0,"Variant mismatch: ""no added sugar"""
Daily Juice Co Pulp Free Orange Fruit Juice 3L,Black Label Pulp Free Chilled Orange Juice,juice,true,82,Good match: 3 shared keywords
Daily Juice Co Pulp Free Orange Fruit Juice 3L,Black Label Chilled Orange Juice,juice,false,0,"Variant mismatch: ""pulp free"""
Daily Juice Co Pulp Free Orange Fruit Juice 3L,Essentials Orange Juice With Pulp,juice,false,0,"Variant mismatch: ""pulp free"""
Daily Juice Co Pulp Free Orange Fruit Juice 3L,Nothing But 100% Fresh Juice Orange,juice,false,0,"Variant mismatch: ""pulp free"""
Daily Juice Co Pulp Free Orange Fruit Juice 3L,Nothing But Juice Orange,juice,false,0,"Variant mismatch: ""pulp free"""
Daily Juice Co Pulp Free Orange Fruit Juice 3L,Nothing But 100% Juice Orange Double Pulp,juice,false,0,"Variant mismatch: ""pulp free"""
Daily Juice Co Pulp Free Orange Fruit Juice 3L,100% Orange Mango Juice,juice,false,0,"Variant mismatch: ""mango"""
Daily Juice Co Pulp Free Orange Fruit Juice 3L,Nothing But 100% Fresh Juice Orange Pulp Free,juice,true,82,Good match: 3 shared keywords
Daily Juice Co Pulp Free Orange Fruit Juice 3L,Nothing But Orange Juice,juice,false,0,"Variant mismatch: ""pulp free"""
Impressed Orange Juice With Pulp 425mL,Nothing But 100% Juice Orange Pulp Free,juice,false,0,"Variant mismatch: ""pulp free"""
Impressed Orange Juice With Pulp 425mL,Orange Juice,juice,true,65,Possible match: 2 shared keywords - human review needed
Impressed Orange Juice With Pulp 425mL,Juice Orange,juice,true,65,Possible match: 2 shared keywords - human review needed
Impressed Orange Juice With Pulp 425mL,Orange Juice Pulp Free,juice,false,0,"Variant mismatch: ""pulp free"""
Impressed Orange Juice With Pulp 425mL,Pulp Free No Added Sugar Orange Juice,juice,false,0,"Variant mismatch: ""no added sugar"""
Impressed Orange Juice With Pulp 425mL,Nothing But Juice Orange Pulp Free,juice,false,0,"Variant mismatch: ""pulp free"""
Impressed Orange Juice With Pulp 425mL,Nothing But Juice Apple Mango & Orange,juice,false,0,"Variant mismatch: ""mango"""
Impressed Orange Juice With Pulp 425mL,Essentials Orange Juice Pulp Free,juice,false,0,"Variant mismatch: ""pulp free"""
Impressed Orange Juice With Pulp 425mL,100% Juice Orange,juice,true,65,Possible match: 2 shared keywords - human review needed
Impressed Orange Juice With Pulp 425mL,No Added Sugar Orange Juice,juice,false,0,"Variant mismatch: ""no added sugar"""
Impressed Orange Juice With Pulp 425mL,Black Label Pulp Free Chilled Orange Juice,juice,false,0,"Variant mismatch: ""pulp free"""
Impressed Orange Juice With Pulp 425mL,Black Label Chilled Orange Juice,juice,true,65,Possible match: 2 shared keywords - human review needed
Impressed Orange Juice With Pulp 425mL,Essentials Orange Juice With Pulp,juice,true,82,Good match: 3 shared keywords
Impressed Orange Juice With Pulp 425mL,Nothing But 100% Fresh Juice Orange,juice,true,65,Possible match: 2 shared keywords - human review needed
Impressed Orange Juice With Pulp 425mL,Nothing But Juice Orange,juice,true,65,Possible match: 2 shared keywords - human review needed
Impressed Orange Juice With Pulp 425mL,Nothing But 100% Juice Orange Double Pulp,juice,true,82,Good match: 3 shared keywords
Impressed Orange Juice With Pulp 425mL,100% Orange Mango Juice,juice,false,0,"Variant mismatch: ""mango"""
Impressed Orange Juice With Pulp 425mL,Nothing But 100% Fresh Juice Orange Pulp Free,juice,false,0,"Variant mismatch: ""pulp free"""
Impressed Orange Juice With Pulp 425mL,Nothing But Orange Juice,juice,true,65,Possible match: 2 shared keywords - human review needed
Woolworths Orange Juice With Pulp 2L,Nothing But 100% Juice Orange Pulp Free,juice,false,0,"Variant mismatch: ""pulp free"""
Woolworths Orange Juice With Pulp 2L,Orange Juice,juice,true,65,Possible match: 2 shared keywords - human review needed
Woolworths Orange Juice With Pulp 2L,Juice Orange,juice,true,65,Possible match: 2 shared keywords - human review needed
Woolworths Orange Juice With Pulp 2L,Orange Juice Pulp Free,juice,false,0,"Variant mismatch: ""pulp free"""
Woolworths Orange Juice With Pulp 2L,Pulp Free No Added Sugar Orange Juice,juice,false,0,"Variant mismatch: ""no added sugar"""
Woolworths Orange Juice With Pulp 2L,Nothing But Juice Orange Pulp Free,juice,false,0,"Variant mismatch: ""pulp free"""
Woolworths Orange Juice With Pulp 2L,Nothing But Juice Apple Mango & Orange,juice,false,0,"Variant mismatch: ""mango"""
Woolworths Orange Juice With Pulp 2L,Essentials Orange Juice Pulp Free,juice,false,0,"Variant mismatch: ""pulp free"""
Woolworths Orange Juice With Pulp 2L,100% Juice Orange,juice,true,65,Possible match: 2 shared keywords - human review needed
Woolworths Orange Juice With Pulp 2L,No Added Sugar Orange Juice,juice,false,0,"Variant mismatch: ""no added sugar"""
Woolworths Orange Juice With Pulp 2L,Black Label Pulp Free Chilled Orange Juice,juice,false,0,"Variant mismatch: ""pulp free"""
Woolworths Orange Juice With Pulp 2L,Black Label Chilled Orange Juice,juice,true,65,Possible match: 2 shared keywords - human review needed
Woolworths Orange Juice With Pulp 2L,Essentials Orange Juice With Pulp,juice,true,82,Good match: 3 shared keywords
Woolworths Orange Juice With Pulp 2L,Nothing But 100% Fresh Juice Orange,juice,true,65,Possible match: 2 shared keywords - human review needed
Woolworths Orange Juice With Pulp 2L,Nothing But Juice Orange,juice,true,65,Possible match: 2 shared keywords - human review needed
Woolworths Orange Juice With Pulp 2L,Nothing But 100% Juice Orange Double Pulp,juice,true,82,Good match: 3 shared keywords
Woolworths Orange Juice With Pulp 2L,100% Orange Mango Juice,juice,false,0,"Variant mismatch: ""mango"""
Woolworths Orange Juice With Pulp 2L,Nothing But 100% Fresh Juice Orange Pulp Free,juice,false,0,"Variant mismatch: ""pulp free"""
Woolworths Orange Juice With Pulp 2L,Nothing But Orange Juice,juice,true,65,Possible match: 2 shared keywords - human review needed
Impressed Pressed Juice Orange Pulp Free 1L,Nothing But 100% Juice Orange Pulp Free,juice,true,82,Good match: 3 shared keywords
Impressed Pressed Juice Orange Pulp Free 1L,Orange Juice,juice,false,0,"Variant mismatch: ""pulp free"""
Impressed Pressed Juice Orange Pulp Free 1L,Juice Orange,juice,false,0,"Variant mismatch: ""pulp free"""
Impressed Pressed Juice Orange Pulp Free 1L,Orange Juice Pulp Free,juice,true,82,Good match: 3 shared keywords
Impressed Pressed Juice Orange Pulp Free 1L,Pulp Free No Added Sugar Orange Juice,juice,false,0,"Variant mismatch: ""no added sugar"""
Impressed Pressed Juice Orange Pulp Free 1L,Nothing But Juice Orange Pulp Free,juice,true,82,Good match: 3 shared keywords
Impressed Pressed Juice Orange Pulp Free 1L,Nothing But Juice Apple Mango & Orange,juice,false,0,"Variant mismatch: ""mango"""
Impressed Pressed Juice Orange Pulp Free 1L,Essentials Orange Juice Pulp Free,juice,true,82,Good match: 3 shared keywords
Impressed Pressed Juice Orange Pulp Free 1L,100% Juice Orange,juice,false,0,"Variant mismatch: ""pulp free"""
Impressed Pressed Juice Orange Pulp Free 1L,No Added Sugar Orange Juice,juice,false,0,"Variant mismatch: ""no added sugar"""
Impressed Pressed Juice Orange Pulp Free 1L,Black Label Pulp Free Chilled Orange Juice,juice,true,82,Good match: 3 shared keywords
Impressed Pressed Juice Orange Pulp Free 1L,Black Label Chilled Orange Juice,juice,false,0,"Variant mismatch: ""pulp free"""
Impressed Pressed Juice Orange Pulp Free 1L,Essentials Orange Juice With Pulp,juice,false,0,"Variant mismatch: ""pulp free"""
Impressed Pressed Juice Orange Pulp Free 1L,Nothing But 100% Fresh Juice Orange,juice,false,0,"Variant mismatch: ""pulp free"""
Impressed Pressed Juice Orange Pulp Free 1L,Nothing But Juice Orange,juice,false,0,"Variant mismatch: ""pulp free"""
Impressed Pressed Juice Orange Pulp Free 1L,Nothing But 100% Juice Orange Double Pulp,juice,false,0,"Variant mismatch: ""pulp free"""
Impressed Pressed Juice Orange Pulp Free 1L,100% Orange Mango Juice,juice,false,0,"Variant mismatch: ""mango"""
Impressed Pressed Juice Orange Pulp Free 1L,Nothing But 100% Fresh Juice Orange Pulp Free,juice,true,82,Good match: 3 shared keywords
Impressed Pressed Juice Orange Pulp Free 1L,Nothing But Orange Juice,juice,false,0,"Variant mismatch: ""pulp free"""
Woolworths Orange Juice Pulp Free 2L,Nothing But 100% Juice Orange Pulp Free,juice,true,82,Good match: 3 shared keywords
Woolworths Orange Juice Pulp Free 2L,Orange Juice,juice,false,0,"Variant mismatch: ""pulp free"""
